,plate,well,code,trans.index,pool.index,distance,position,gene
5470,15,94,1.10001E+23,847,5470,2,348443,SP_0369
5474,15,98,1.01011E+21,5534,5474,3,461999,
5480,15,104,1.01011E+18,6209,5480,2,46633,SP_0045
5489,15,113,1.1E+21,5495,5489,2,221671,SP_0251
5501,15,125,1.0011E+22,5323,5501,2,2036647,
5509,15,133,1.11001E+23,4348,5509,3,2156283,SP_2235
5514,15,138,1.001E+23,2292,5514,3,1190801,SP_1258
5515,15,139,1.01001E+22,4761,5515,3,730314,SP_0771
5518,15,142,1.01001E+23,531,5518,2,174417,SP_0182
5530,15,154,1.11111E+23,2209,5530,2,1124836,SP_1187
5531,15,155,1.11111E+23,5328,5531,2,2040971,SP_2129
5532,15,156,1.0111E+20,170,5532,3,76760,SP_0071
5533,15,157,1.1111E+22,1047,5533,3,458007,SP_0478
5544,15,168,1.10001E+23,2169,5544,3,1096668,SP_1161
5558,15,182,1.11E+22,5590,5558,3,634057,
5566,15,190,1.1E+19,6154,5566,2,947203,SP_1004
5569,15,193,1.001E+21,4944,5569,3,1239583,SP_1316
5579,15,203,1.00111E+23,6094,5579,3,2048550,
5588,15,212,1.101E+23,1504,5588,3,665707,
5591,15,215,1.01101E+23,3130,5591,3,1705298,
5595,15,219,1.10011E+21,5696,5595,3,1250998,SP_1326
5596,15,220,1.11101E+23,2311,5596,3,1211401,
5603,15,227,1.101E+23,841,5603,3,344120,SP_0368
5603.1,15,227,1.101E+23,2049,5603,3,1000118,
5615,15,239,1.0111E+23,770,5615,2,290705,
5615.1,15,239,1.0111E+23,5765,5615,3,1670990,SP_1767
5631,15,255,1.1E+20,5967,5631,2,663529,SP_0693
5634,15,258,1.11011E+22,4995,5634,3,1329127,SP_1408
5641,15,265,1.1E+23,2578,5641,2,1352286,SP_1433
5643,15,267,1.1101E+23,4373,5643,2,27210,
5648,15,272,1.11101E+20,667,5648,3,245354,SP_0268
5649,15,273,1.1E+22,4866,5649,3,1042490,
5661,15,285,1.11E+23,3991,5661,2,2053160,SP_2142
5664,15,288,1.011E+22,5388,5664,2,2086157,F66-SP2168-SP2169
5672,15,296,1.11E+23,3409,5672,2,1822507,SP_1908
5675,15,299,1.1101E+21,5380,5675,3,2078717,SP_2160
5680,15,304,1.1001E+22,2744,5680,3,1496628,SP_1591
5705,15,329,1.00111E+23,77,5705,2,60942,SP_0057
5705.1,15,329,1.00111E+23,476,5705,3,162039,SP_0166
5713,15,337,1.00111E+23,4125,5713,2,2080308,SP_2161
5714,15,338,1.001E+20,5426,5714,3,12784,SP_0013
5718,15,342,1.01E+23,490,5718,1,163563,
5718.1,15,342,1.01E+23,772,5718,3,291398,SP_0315
5720,15,344,1.0001E+23,2734,5720,3,1484511,SP_1578
5722,15,346,1.01101E+23,4126,5722,3,2080340,SP_2161
5738,15,362,1.1001E+22,5434,5738,2,52320,SP_0048
5739,15,363,1.01111E+20,6091,5739,2,2006500,SP_2098
5744,15,368,1.0011E+23,3417,5744,3,1829464,SP_1919
5750,15,374,1.1011E+23,3340,5750,3,1773081,
5753,15,377,1.0101E+23,5680,5753,2,1207892,
5755,15,379,1.11101E+22,4571,5755,2,373768,SP_0394
5757,15,381,1.01E+23,130,5757,2,69601,
5761,16,1,1E+23,6387,5761,3,1065632,SP_1131
5765,16,5,1.0001E+22,4468,5765,2,147207,SP_0149
5771,16,11,1.1101E+23,1836,5771,2,883680,SP_0930
5771.1,16,11,1.1101E+23,3643,5771,3,1931914,SP_2026
5778,16,18,1.01011E+23,510,5778,3,168912,SP_0176
5779,16,19,1.10101E+23,3632,5779,3,1930029,
5789,16,29,1.01011E+22,5391,5789,2,2090803,SP_2173
5790,16,30,1.1111E+23,3654,5790,3,1937220,SP_2031
5794,16,34,1.011E+22,5353,5794,2,2065322,SP_2151
5815,16,55,1.011E+22,4867,5815,3,1044359,SP_1114
5820,16,60,1.10011E+23,3232,5820,2,1739093,SP_1828
5825,16,65,1.01001E+23,5613,5825,2,727008,SP_0768
5826,16,66,1E+23,2732,5826,2,1479704,SP_1573
5827,16,67,1.11101E+22,4507,5827,2,189331,SP_0202
5835,16,75,1.01001E+22,5260,5835,2,1938635,SP_2032
5835.1,16,75,1.01001E+22,5266,5835,2,1943643,SP_2038
5853,16,93,1.11E+23,1253,5853,3,545814,
5862,16,102,1.00111E+23,1302,5862,3,567251,SP_0600
5863,16,103,1.0111E+22,5126,5863,2,1668695,SP_1765
5863.1,16,103,1.0111E+22,5127,5863,2,1668698,SP_1765
5866,16,106,1.00101E+19,6139,5866,2,460253,SP_0479
5877,16,117,1.1101E+23,2436,5877,2,1265927,SP_1343
5881,16,121,1E+22,4416,5881,2,94869,
5882,16,122,1.1111E+23,1740,5882,2,835248,SP_0886
5893,16,133,1.00111E+21,1415,5893,2,627606,
5894,16,134,1.111E+23,1606,5894,3,709945,SP_0750
5900,16,140,1.01001E+23,3759,5900,2,1982087,SP_2073
5908,16,148,1.10101E+22,5242,5908,2,1884101,
5908.1,16,148,1.10101E+22,5314,5908,3,2017125,SP_2106
5914,16,154,1.01111E+22,5402,5914,2,2098475,
5920,16,160,1.00101E+23,3226,5920,2,1737786,SP_1826
5921,16,161,1.11111E+23,1241,5921,2,544414,SP_0577
5921.1,16,161,1.11111E+23,2507,5921,3,1319019,SP_1395
5929,16,169,1.0011E+22,4946,5929,2,1243495,SP_1319
5940,16,180,1.01101E+23,318,5940,3,134368,SP_0136
5946,16,186,1.10011E+23,541,5946,3,180724,
5953,16,193,1.11001E+21,2809,5953,2,1535463,
5955,16,195,1.1111E+23,1811,5955,2,869467,
5961,16,201,1.001E+23,76,5961,3,60924,SP_0057
5963,16,203,1.01E+23,3945,5963,3,2042416,SP_2131
5970,16,210,1.011E+23,1573,5970,3,691480,
5981,16,221,1.11E+23,1773,5981,3,857190,
5984,16,224,1.1E+23,1670,5984,3,753856,
5989,16,229,1.11111E+23,3765,5989,3,1983986,SP_2075
5989.1,16,229,1.11111E+23,4871,5989,3,1053717,
5994,16,234,1.0101E+22,5269,5994,2,1950043,
6001,16,241,1.10001E+23,4510,6001,2,210875,SP_0241
6004,16,244,1.11E+23,1335,6004,3,590501,SP_0623
6011,16,251,1.10111E+22,5315,6011,2,2019035,SP_2107
6015,16,255,1.1111E+19,4747,6015,3,688701,SP_0723
6016,16,256,1.11111E+23,2130,6016,3,1069668,SP_1139
6019,16,259,1.00011E+23,6053,6019,3,1644944,
6021,16,261,1.011E+23,377,6021,3,140955,
6029,16,269,1.1101E+22,5008,6029,3,1353499,SP_1434
6046,16,286,1.001E+23,6096,6046,2,2060698,SP_2146
6050,16,290,1.00111E+22,4962,6050,2,1255635,SP_1331
6055,16,295,1.01101E+21,5597,6055,2,643643,SP_0667
6059,16,299,1.11111E+22,3314,6059,3,1765606,SP_1858
6061,16,301,1.0001E+21,6300,6061,2,2107718,
6066,16,306,1.11111E+21,5656,6066,3,988793,SP_1051
6066.1,16,306,1.11111E+21,5890,6066,2,2118200,SP_2195
6070,16,310,1.10111E+23,216,6070,3,83470,SP_0078
6087,16,327,1.0001E+23,3018,6087,2,1659838,SP_1759
6089,16,329,1.1011E+21,5908,6089,2,117038,
6094,16,334,1.11E+23,2546,6094,2,1345689,
6097,16,337,1.101E+23,3724,6097,1,1957578,
6104,16,344,1.00101E+23,2660,6104,2,1404310,
6106,16,346,1.10111E+23,1688,6106,3,777695,
6107,16,347,1.00111E+22,4443,6107,2,118131,F04-SP0116-SP0117
6122,16,362,1.0111E+23,3307,6122,3,1763140,SP_1855
6125,16,365,1.11101E+20,2817,6125,2,1537209,
6139,16,379,1.11001E+21,5638,6139,3,898191,SP_0949
6159,17,15,1.011E+23,804,6159,2,305052,SP_0332
6165,17,21,1.1E+22,4502,6165,3,183454,SP_0197
6167,17,23,1.11111E+23,766,6167,2,289833,SP_0314
6167.1,17,23,1.11111E+23,2688,6167,2,1435859,SP_1526
6169,17,25,1.01E+19,6120,6169,2,137619,SP_0139
6174,17,30,1.1011E+23,2261,6174,3,1168865,SP_1238
6181,17,37,1.1101E+23,366,6181,3,139171,SP_0140
6192,17,48,1.01001E+23,5694,6192,2,1247993,SP_1324
6197,17,53,1.1011E+23,3855,6197,3,2015228,SP_2105
6201,17,57,1.01E+23,3150,6201,2,1715745,SP_1799
6204,17,60,1.111E+20,6095,6204,2,2056223,SP_2144
6210,17,66,1.0011E+23,5995,6210,2,979902,SP_1040
6220,17,76,1.0011E+23,1883,6220,2,919279,
6220.1,17,76,1.0011E+23,2497,6220,2,1311153,SP_1386
6230,17,86,1.01111E+18,4424,6230,3,102392,SP_0101
6243,17,99,1.00101E+20,6014,6243,2,1197256,
6244,17,100,1.10101E+23,1040,6244,3,457443,SP_0478
6252,17,108,1.1001E+22,5717,6252,2,1370226,SP_1450
6255,17,111,1.10011E+23,2469,6255,2,1285457,
6263,17,119,1.01101E+23,1231,6263,3,543760,SP_0576
6276,17,132,1.1001E+19,6192,6276,2,1985045,SP_2076
6280,17,136,1.1011E+21,5074,6280,2,1535458,
6288,17,144,1.10001E+22,5118,6288,2,1664972,SP_1762
6289,17,145,1.11111E+21,2325,6289,3,1218575,SP_1283
6289.1,17,145,1.11111E+21,5573,6289,3,575199,SP_0608
6298,17,154,1.01001E+22,4791,6298,2,824894,SP_0877
6306,17,162,1.10011E+22,4397,6306,2,75103,SP_0071
6310,17,166,1.01101E+23,2795,6310,3,1527514,
6316,17,172,1.00101E+22,4494,6316,2,171260,SP_0178
6320,17,176,1.1E+22,4901,6320,2,1111258,SP_1175
6323,17,179,1.11111E+23,3252,6323,2,1742327,SP_1831
6324,17,180,1.111E+20,2984,6324,3,1625652,SP_1722
6327,17,183,1.11E+23,2274,6327,3,1184775,SP_1250
6328,17,184,1.10111E+23,856,6328,2,357185,SP_0378
6332,17,188,1.10101E+23,1625,6332,2,719741,
6333,17,189,1.10111E+23,3761,6333,3,1983480,SP_2075
6337,17,193,1.11111E+23,712,6337,2,274788,SP_0298
6337.1,17,193,1.11111E+23,2186,6337,3,1106563,SP_1171
6339,17,195,1.1001E+22,5067,6339,2,1525104,SP_1623
6368,17,224,1.01001E+23,2703,6368,2,1444395,
6375,17,231,1.10111E+23,2946,6375,2,1598869,
6378,17,234,1.00101E+20,6068,6378,3,1764138,SP_1856
6380,17,236,1.111E+23,3047,6380,2,1666681,
6390,17,246,1.01101E+21,5679,6390,3,1189731,SP_1257
6393,17,249,1.0101E+23,3057,6393,2,1668344,SP_1765
6402,17,258,1.10011E+23,46,6402,3,46652,SP_0045
6421,17,277,1.0111E+22,6088,6421,2,1953569,
6422,17,278,1.11E+23,1145,6422,3,509011,SP_0529
6422.1,17,278,1.11E+23,4626,6422,2,459947,SP_0479
6432,17,288,1.01111E+23,1083,6432,2,476255,
6439,17,295,1.0001E+23,2425,6439,2,1263613,SP_1341
6441,17,297,1.011E+22,5085,6441,3,1559031,
6443,17,299,1.01011E+21,5413,6443,3,2129249,SP_2208
6448,17,304,1.00011E+23,3944,6448,2,2042283,SP_2131
6455,17,311,1.00101E+23,1221,6455,2,542884,
6480,17,336,1.101E+22,4579,6480,3,384879,
6485,17,341,1.1111E+23,4815,6485,3,906150,SP_0958
6491,17,347,1.01011E+23,730,6491,2,279083,
6491.1,17,347,1.01011E+23,1349,6491,2,602424,SP_0638
6494,17,350,1.1101E+22,2692,6494,2,1437863,SP_1527
6501,17,357,1.0111E+18,6272,6501,3,216798,SP_0247
6504,17,360,1.0011E+23,4080,6504,3,2074308,SP_2159
6511,17,367,1.111E+22,4642,6511,3,488935,SP_0508
6511.1,17,367,1.111E+22,5793,6511,3,1748492,SP_1839
6513,17,369,1.11E+23,4175,6513,3,2087175,SP_2169
6523,17,379,1.1101E+23,2708,6523,2,1453608,SP_1546
6531,18,3,1.0011E+23,3534,6531,2,1875800,
6534,18,6,1.11001E+21,5811,6534,2,1827565,SP_1917
6538,18,10,1.00111E+23,3573,6538,2,1895252,
6560,18,32,1.11101E+23,654,6560,1,231210,
6561,18,33,1.00101E+23,2194,6561,2,1113204,
6563,18,35,1.1011E+21,5499,6563,3,232762,SP_0260
6565,18,37,1.01101E+22,4255,6565,3,2102906,SP_2185
6566,18,38,1.11011E+20,6111,6566,3,2158656,
6569,18,41,1.10011E+23,3626,6569,3,1928048,SP_2022
6573,18,45,1.01111E+22,1792,6573,3,863607,SP_0910
6575,18,47,1E+23,2931,6575,2,1593232,
6576,18,48,1.00011E+23,1980,6576,2,980566,SP_1040
6585,18,57,1.1001E+18,6161,6585,2,1215920,SP_1281
6586,18,58,1.1001E+23,2761,6586,3,1516471,SP_1615
6591,18,63,1.11111E+23,5359,6591,2,2066983,SP_2152
6594,18,66,1.0101E+23,475,6594,2,162036,SP_0166
6598,18,70,1.01111E+23,3398,6598,3,1804645,SP_1898
6608,18,80,1.0101E+22,5209,6608,3,1800970,
6611,18,83,1.10101E+23,731,6611,2,279085,
6623,18,95,1.11011E+23,1060,6623,2,462587,SP_0481
6629,18,101,1.1E+20,2958,6629,3,1610564,SP_1705
6633,18,105,1.1E+23,1347,6633,3,600074,SP_0636
6633.1,18,105,1.1E+23,2753,6633,1,1511047,SP_1609
6636,18,108,1.0111E+22,4933,6636,2,1216733,SP_1282
6637,18,109,1.1E+17,5732,6637,2,1466727,
6641,18,113,1.01E+21,5718,6641,2,1371972,SP_1453
6655,18,127,1.00001E+23,2911,6655,2,1588508,SP_1687
6663,18,135,1.10001E+22,4822,6663,2,927880,SP_0981
6667,18,139,1.1001E+23,3012,6667,2,1656683,SP_1756
6675,18,147,1.01101E+23,511,6675,3,168954,SP_0176
6679,18,151,1.0101E+22,4939,6679,3,1227407,SP_1292
6691,18,163,1.11011E+20,6006,6691,3,1069292,SP_1139
6694,18,166,1.0111E+21,5689,6694,3,1242187,
6706,18,178,1.1111E+23,639,6706,3,222689,SP_0252
6706.1,18,178,1.1111E+23,4085,6706,2,2075087,SP_2159
6707,18,179,1.00001E+23,4726,6707,3,646618,SP_0671
6709,18,181,1.10011E+22,5349,6709,2,2062081,
6709.1,18,181,1.10011E+22,5350,6709,3,2062086,
6710,18,182,1.11011E+23,3653,6710,2,1936829,
6714,18,186,1.1001E+22,5042,6714,2,1455205,
6716,18,188,1.01101E+23,340,6716,3,136573,SP_0137
6719,18,191,1.00111E+19,6134,6719,2,360571,
6720,18,192,1.0111E+23,3195,6720,2,1732917,
6729,18,201,1.10101E+23,896,6729,2,375977,
6731,18,203,1.11001E+22,5868,6731,3,2071948,SP_2157
6732,18,204,1.00101E+23,3348,6732,2,1779403,SP_1875
6733,18,205,1.1011E+22,5721,6733,3,1394538,SP_1482
6752,18,224,1.1E+22,5011,6752,3,1355256,SP_1435
6762,18,234,1.11001E+23,1129,6762,3,502632,
6772,18,244,1.0101E+22,4865,6772,3,1036766,SP_1104
6772.1,18,244,1.0101E+22,5160,6772,3,1732634,SP_1821
6807,18,279,1.11E+22,4904,6807,3,1112847,SP_1175
6811,18,283,1.1E+23,3528,6811,3,1874799,
6818,18,290,1.00011E+22,4553,6818,3,297936,SP_0324
6818.1,18,290,1.00011E+22,5182,6818,3,1761782,
6830,18,302,1.101E+23,3595,6830,2,1905898,SP_2002
6844,18,316,1.101E+23,2793,6844,2,1527333,SP_1625
6853,18,325,1.01011E+21,4843,6853,2,980046,SP_1040
6857,18,329,1.1111E+23,3093,6857,2,1678186,
6877,18,349,1.00011E+23,2862,6877,3,1575174,
6882,18,354,1.1001E+23,836,6882,2,342610,SP_0368
6883,18,355,1.01111E+18,6236,6883,3,982802,SP_1043
6897,18,369,1.11111E+23,3389,6897,3,1803033,SP_1896
6898,18,370,1.01E+23,806,6898,3,310523,
6901,18,373,1.00111E+21,5657,6901,2,995256,
6905,18,377,1.11001E+22,2961,6905,2,1617356,
6914,19,2,1.01101E+23,1885,6914,1,920382,SP_0975
6919,19,7,1.0001E+23,809,6919,3,312917,
6927,19,15,1.1111E+23,799,6927,3,300548,SP_0327
6940,19,28,1.11101E+17,5606,6940,2,696839,SP_0731
6941,19,29,1.0101E+22,4876,6941,3,1061308,SP_1127
6941.1,19,29,1.0101E+22,5927,6941,2,243716,SP_0268
6945,19,33,1.01E+23,493,6945,2,163890,SP_0168
6951,19,39,1.11011E+23,1946,6951,2,956797,F38-SP1012-SP1013
6956,19,44,1.10101E+23,1855,6956,2,898804,
6964,19,52,1.01101E+23,1170,6964,3,515264,SP_0539
6966,19,54,1.11001E+22,3622,6966,2,1927342,SP_2021
6972,19,60,1.00101E+22,4617,6972,2,454567,SP_0475
6975,19,63,1.00101E+23,1871,6975,3,905688,SP_0957
6978,19,66,1.111E+21,1621,6978,3,718914,SP_0759
6978.1,19,66,1.111E+21,1622,6978,3,718927,SP_0759
6985,19,73,1.11101E+17,4799,6985,3,859197,
6986,19,74,1.01111E+20,6021,6986,2,1265479,SP_1342
6987,19,75,1.1001E+23,5363,6987,2,2069586,
6988,19,76,1.0011E+22,5197,6988,2,1782004,SP_1879
6993,19,81,1.00101E+23,3828,6993,3,2009187,
7018,19,106,1.01001E+23,2321,7018,3,1216616,SP_1282
7020,19,108,1.101E+23,2105,7020,2,1055269,SP_1121
7032,19,120,1.001E+20,6004,7032,2,1056740,
7045,19,133,1.11E+23,4070,7045,3,2073648,SP_2158
7053,19,141,1.11111E+23,1279,7053,2,554870,SP_0585
7053.1,19,141,1.11111E+23,4191,7053,3,2090712,SP_2173
7065,19,153,1.00011E+23,2721,7065,3,1461449,SP_1552
7080,19,168,1.0001E+23,3864,7080,3,2020665,
7084,19,172,1.11001E+22,5001,7084,2,1343549,SP_1422
7098,19,186,1.10101E+23,1641,7098,3,732476,
7105,19,193,1.00001E+23,4089,7105,2,2075592,SP_2159
7113,19,201,1.0011E+23,2216,7113,2,1126111,SP_1189
7122,19,210,1.1E+23,1568,7122,3,689136,SP_0724
7150,19,238,1.1011E+23,1065,7150,2,465293,SP_0483
7156,19,244,1.10001E+23,973,7156,3,437721,
7169,19,257,1.111E+23,3486,7169,2,1856432,SP_1953
7176,19,264,1.10111E+22,4699,7176,3,605363,SP_0641
7188,19,276,1.1011E+23,3455,7188,3,1848972,
7190,19,278,1.1011E+21,5428,7190,3,26938,SP_0023
7200,19,288,1.111E+21,4339,7200,3,2154497,SP_2233
7206,19,294,1.10001E+23,2118,7206,3,1060195,SP_1126
7230,19,318,1.1011E+21,6070,7230,2,1774169,SP_1868
7239,19,327,1.1111E+23,719,7239,2,277537,SP_0303
7246,19,334,1.011E+23,1775,7246,2,857683,SP_0904
7248,19,336,1.01111E+23,315,7248,3,133952,SP_0135
7250,19,338,1.11001E+23,4336,7250,3,2153930,
7251,19,339,1.00101E+23,1968,7251,2,977657,
7261,19,349,1.10011E+22,4672,7261,1,543273,SP_0576
7276,19,364,1.01101E+22,4830,7276,3,950601,SP_1005
7278,19,366,1.11101E+23,3841,7278,2,2012695,
7279,19,367,1.11001E+23,911,7279,3,378172,
7281,19,369,1.11001E+23,3558,7281,3,1891637,SP_1988
7286,19,374,1.01011E+23,284,7286,3,115057,SP_0113
7286.1,19,374,1.01011E+23,3805,7286,3,2002468,SP_2094
7300,20,4,1.10111E+17,6311,7300,3,419871,SP_0447
7308,20,12,1.011E+23,2571,7308,3,1351395,
7312,20,16,1.00011E+23,2891,7312,3,1584194,SP_1684
7314,20,18,1.11001E+23,1538,7314,2,675548,SP_0711
7317,20,21,1.00001E+21,5838,7317,3,1982642,SP_2074
7328,20,32,1.001E+21,5739,7328,2,1532658,SP_1632
7337,20,41,1.111E+23,769,7337,2,290657,
7337.1,20,41,1.111E+23,2726,7337,3,1477232,
7340,20,44,1.01001E+23,1479,7340,3,655974,
7349,20,53,1.10111E+20,5970,7349,2,731060,
7352,20,56,1.001E+23,620,7352,2,220361,SP_0251
7353,20,57,1.01001E+23,2062,7353,2,1016668,
7358,20,62,1.01111E+23,4,7358,3,3212,SP_0004
7358.1,20,62,1.01111E+23,331,7358,2,135679,SP_0137
7362,20,66,1.10011E+21,5548,7362,3,499678,
7365,20,69,1.0101E+22,4474,7365,3,153512,
7367,20,71,1.00001E+22,4446,7367,3,132371,
7383,20,87,1.1011E+20,6098,7383,2,2073292,SP_2158
7400,20,104,1.1011E+18,5562,7400,3,526203,
7401,20,105,1.011E+23,1848,7401,3,892805,
7401.1,20,105,1.011E+23,3123,7401,2,1703982,SP_1786
7402,20,106,1.10011E+19,5589,7402,2,631660,SP_0661
7402.1,20,106,1.10011E+19,6174,7402,2,1491494,
7423,20,127,1.00111E+23,5912,7423,2,141302,SP_0143
7438,20,142,1.10101E+18,5503,7438,2,262735,
7444,20,148,1.10011E+21,5805,7444,2,1797031,SP_1891
7450,20,154,1.00001E+23,917,7450,2,386172,SP_0406
7462,20,166,1.11E+22,5843,7462,2,1994319,
7484,20,188,1.11011E+22,4697,7484,3,605282,SP_0641
7488,20,192,1.01111E+22,4895,7488,3,1095514,SP_1160
7490,20,194,1.111E+22,1312,7490,3,572903,SP_0606
7490.1,20,194,1.111E+22,4431,7490,2,111549,SP_0110
7503,20,207,1.011E+23,1463,7503,2,647313,SP_0672
7503.1,20,207,1.011E+23,1868,7503,2,904807,
7503.2,20,207,1.011E+23,2920,7503,3,1590133,SP_1689
7517,20,221,1.1011E+23,4695,7517,3,603940,SP_0641
7526,20,230,1.01101E+21,5553,7526,2,505280,SP_0525
7537,20,241,1.01E+23,596,7537,2,215857,
7540,20,244,1.0111E+23,1186,7540,3,527064,SP_0558
7553,20,257,1.01011E+19,6274,7553,2,485613,
7556,20,260,1.01011E+23,1429,7556,2,631375,
7557,20,261,1.10101E+23,3774,7557,2,1987808,SP_2077
7562,20,266,1.01101E+23,1647,7562,3,737930,SP_0784
7571,20,275,1.1011E+21,5754,7571,2,1622724,
7575,20,279,1.111E+20,6045,7575,3,1558457,
7579,20,283,1.01111E+23,2996,7579,2,1648475,SP_1745
7583,20,287,1.10001E+23,997,7583,3,441836,SP_0463
7593,20,297,1.0111E+21,2392,7593,2,1249797,SP_1326
7597,20,301,1.0011E+22,6196,7597,2,2024493,
7640,20,344,1.10001E+23,330,7640,2,135476,SP_0137
7642,20,346,1.11001E+23,3434,7642,3,1838375,
7644,20,348,1.011E+22,5986,7644,3,929237,
7653,20,357,1.1101E+21,5591,7653,2,638295,SP_0664
7666,20,370,1.11011E+23,790,7666,2,298247,SP_0325
7667,20,371,1.0011E+23,1952,7667,2,966123,SP_1023
7679,20,383,1.00111E+23,999,7679,2,441986,SP_0463
7682,21,2,1.01001E+23,43,7682,3,45530,SP_0045
7685,21,5,1.11111E+21,5603,7685,3,683449,SP_0717
7687,21,7,1.011E+23,3111,7687,3,1699575,SP_1781
7693,21,13,1.0111E+21,5479,7693,2,166655,SP_0173
7700,21,20,1.01111E+22,4506,7700,2,185362,SP_0199
7708,21,28,1.00011E+23,329,7708,3,135287,SP_0137
7712,21,32,1.0101E+19,6023,7712,3,1315273,SP_1391
7713,21,33,1.1E+23,2671,7713,2,1410631,
7722,21,42,1.00111E+23,278,7722,3,111278,SP_0110
7722.1,21,42,1.00111E+23,4029,7722,3,2064429,
7733,21,53,1.00001E+23,2170,7733,3,1096669,SP_1161
7749,21,69,1.0001E+23,1163,7749,2,512230,
7761,21,81,1.11101E+22,5723,7761,2,1405815,
7762,21,82,1.11011E+23,426,7762,2,151667,SP_0154
7768,21,88,1.001E+23,2455,7768,2,1268869,SP_1344
7783,21,103,1.111E+23,1800,7783,2,866281,SP_0913
7789,21,109,1.1011E+23,3074,7789,1,1673295,SP_1768
7798,21,118,1.01E+20,6104,7798,2,2097388,SP_2180
7806,21,126,1.01111E+22,4577,7806,1,378170,
7808,21,128,1.00111E+23,1884,7808,2,919742,
7855,21,175,1.111E+22,2326,7855,3,1220341,
7855.1,21,175,1.111E+22,4533,7855,3,274741,SP_0298
7859,21,179,1.001E+21,5892,7859,1,2121377,
7864,21,184,1.0001E+21,5611,7864,2,719879,
7900,21,220,1.11001E+22,5726,7900,2,1433328,SP_1524
7916,21,236,1.01001E+22,2235,7916,2,1144819,SP_1214
7930,21,250,1.00001E+21,5670,7930,2,1067093,
7948,21,268,1.01E+23,3370,7948,2,1797366,SP_1891
7948.1,21,268,1.01E+23,3371,7948,2,1797367,SP_1891
7955,21,275,1.10101E+21,4913,7955,3,1126633,
7978,21,298,1.0011E+23,2132,7978,2,1069906,
7997,21,317,1.111E+21,5633,7997,2,879199,SP_0925
8001,21,321,1.10001E+23,1110,8001,2,489093,SP_0508
8004,21,324,1.1111E+23,910,8004,2,378025,SP_0399
8007,21,327,1.101E+23,4367,8007,2,2159484,SP_2239
8024,21,344,1.10001E+23,2173,8024,3,1098403,SP_1162
8028,21,348,1.11101E+23,551,8028,3,187931,SP_0200
8028.1,21,348,1.11101E+23,1986,8028,3,981759,
8033,21,353,1.101E+23,3555,8033,2,1890121,SP_1987
8043,21,363,1.01111E+20,5989,8043,2,951000,SP_1005
8048,21,368,1.0011E+23,808,8048,2,312171,SP_0338
8061,21,381,1.00001E+21,6346,8061,2,2076131,SP_2159
8066,22,2,1.0011E+23,1982,8066,2,980717,SP_1040
8069,22,5,1.101E+22,5395,8069,2,2093282,SP_2176
8082,22,18,1.111E+23,4245,8082,2,2097849,SP_2180
8091,22,27,1.00101E+20,3285,8091,3,1755314,SP_1847
8111,22,47,1.11011E+22,4621,8111,3,456293,SP_0477
8112,22,48,1.0101E+22,2763,8112,3,1516692,SP_1615
8145,22,81,1.01011E+23,3463,8145,2,1851962,SP_1950
8159,22,95,1.00011E+22,4396,8159,0,74523,SP_0071
8199,22,135,1.01001E+23,2196,8199,2,1113418,
8199.1,22,135,1.01001E+23,4346,8199,2,2155743,SP_2235
8202,22,138,1.00001E+22,4869,8202,2,1051444,
8205,22,141,1.00101E+23,3109,8205,3,1698422,SP_1780
8213,22,149,1.011E+23,1220,8213,2,542832,
8229,22,165,1.00111E+21,3211,8229,3,1735513,SP_1824
8236,22,172,1.01101E+23,2870,8236,3,1578029,
8252,22,188,1.111E+21,5481,8252,2,170217,SP_0177
8257,22,193,1.0001E+23,655,8257,2,231250,
8264,22,200,1.1E+23,314,8264,2,133897,SP_0135
8274,22,210,1.1001E+23,4873,8274,2,1059335,
8275,22,211,1.1101E+17,6163,8275,2,1252858,SP_1328
8281,22,217,1.011E+23,3175,8281,3,1722202,
8301,22,237,1.00101E+23,1678,8301,2,771618,SP_0820
8310,22,246,1.001E+23,4270,8310,2,2107077,SP_2187
8317,22,253,1.01001E+23,3408,8317,2,1822351,
8340,22,276,1.0111E+23,3598,8340,2,1918708,SP_2011
8377,22,313,1.00011E+23,776,8377,2,292438,
8379,22,315,1.10101E+23,1764,8379,2,846771,
8386,22,322,1.1011E+23,199,8386,2,79081,
8390,22,326,1.1011E+23,556,8390,3,189752,SP_0202
8392,22,328,1.11011E+23,29,8392,2,28807,
8398,22,334,1.1011E+23,4860,8398,2,998746,SP_1063
8405,22,341,1.111E+23,4298,8405,2,2119390,SP_2197
8410,22,346,1.1101E+23,1642,8410,3,736210,SP_0783
8413,22,349,1.00111E+23,6069,8413,2,1770378,SP_1862
8418,22,354,1.0011E+23,2407,8418,2,1254265,SP_1329
8433,22,369,1.1011E+20,5449,8433,2,78170,SP_0071
8439,22,375,1.0011E+22,5230,8439,2,1859496,SP_1955
8444,22,380,1.011E+22,5040,8444,3,1446496,
8447,22,383,1.00101E+23,2648,8447,2,1394273,
8461,23,13,1.1101E+22,5321,8461,2,2031988,SP_2120
8473,23,25,1.00111E+23,3096,8473,2,1692854,
8490,23,42,1.00111E+23,234,8490,3,93156,SP_0090
8500,23,52,1.00001E+23,3583,8500,2,1900436,SP_1997
8519,23,71,1E+23,2690,8519,2,1436859,SP_1526
8525,23,77,1.00111E+21,5470,8525,2,145482,
8544,23,96,1.0111E+23,1072,8544,2,467457,SP_0487
