"","trans.index","pool.index","distance","position","gene","plate","well","code"
"2458",5495,9852,1,164835,"",26,252,"011110001000011111101110"
"2459",5169,9855,0,1731469,"SP_1820",26,255,"011011000111110110001110"
"2460",4777,9868,0,729781,"",26,268,"010010001001101001010101"
"2461",4629,9871,0,457703,"SP_0478",26,271,"011010011010111101101010"
"2462",2885,9872,0,1582780,"SP_1683",26,272,"111110101101010001111000"
"2463",5478,9878,0,140852,"",26,278,"001000010011101001100110"
"2464",2513,9880,2,1324133,"SP_1401",26,280,"101111010001111001000001"
"2465",866,9891,0,360164,"SP_0380",26,291,"111001110100000101111101"
"2466",2395,9898,0,1250117,"SP_1326",26,298,"110000110101111111000101"
"2467",546,9899,0,185417,"SP_0199",26,299,"101110000110010111110011"
"2468",3992,9903,0,2053534,"SP_2143",26,303,"111010111011100000101101"
"2469",3253,9906,1,1742663,"",26,306,"110101001011111010001101"
"2470",4298,9907,0,2119390,"SP_2197",26,307,"101000001111101001101100"
"2471",6036,9910,1,603940,"SP_0641",26,310,"000110000000101011110101"
"2472",620,9913,0,220361,"SP_0251",26,313,"110111100110110000110000"
"2473",2552,9914,0,1347287,"SP_1429",26,314,"110000000010111010000111"
"2474",6213,9919,1,113212,"",26,319,"000011110010111011100010"
"2475",6251,9919,1,1160660,"SP_1228",26,319,"000011110010111011100010"
"2476",5299,9924,0,1990898,"SP_2081",26,324,"011110110101000010100011"
"2477",5550,9926,0,425732,"SP_0453",26,326,"001110100011011010011010"
"2478",5943,9929,0,2090954,"SP_2173",26,329,"001011011111000001010011"
"2479",2590,9930,0,1354901,"SP_1435",26,330,"111000101011010011100111"
"2480",2194,9933,0,1113204,"",26,333,"101101110000100101011100"
"2481",2048,9940,0,998869,"SP_1063",26,340,"111000101010011010011111"
"2482",6355,9948,0,1996108,"",26,348,"000001011110111011011000"
"2483",2708,9950,0,1453608,"SP_1546",26,350,"110011001101000110110100"
"2484",4271,9951,0,2109785,"",26,351,"110001011100111100000110"
"2485",2070,9955,0,1030088,"SP_1096",26,355,"111111001000100011011110"
"2486",5647,9958,0,738748,"SP_0785",26,358,"001100001110101101111110"
"2487",5810,9964,0,1642492,"SP_1738",26,364,"001110100001000111100100"
"2488",5712,9965,0,1070097,"SP_1140",26,365,"001111110001101110000001"
"2489",1270,9966,0,552257,"SP_0582",26,366,"100110101010100100111010"
"2490",5142,9971,1,1674241,"SP_1769",26,371,"011110001100001100111111"
"2491",3535,9979,0,1877466,"SP_1970",26,379,"100010110010011110110001"
"2492",3536,9983,0,1877748,"SP_1970",26,383,"110001100000110010101111"
"2493",4820,9998,0,872555,"SP_0918",27,14,"011010011100110000111010"
"2494",991,10004,0,440139,"SP_0462",27,20,"110111011110001010001101"
"2495",5391,10014,0,2079965,"SP_2161",27,30,"011000001011000100100111"
"2496",5421,10015,0,2112785,"SP_2192",27,31,"011001101010100110101111"
"2497",4843,10020,0,951000,"SP_1005",27,36,"011101110011101000000101"
"2498",1485,10028,1,656861,"SP_0686",27,44,"111001001001011000110000"
"2499",5804,10029,1,1583341,"SP_1683",27,45,"001111000011101000001001"
"2500",5689,10032,0,981463,"SP_1041",27,48,"001111001110001001110111"
"2501",5560,10039,0,454619,"SP_0475",27,55,"001100001110110100011101"
"2502",4963,10041,2,1245738,"SP_1322",27,57,"010000100100111010001011"
"2503",4869,10045,0,988067,"SP_1050",27,61,"010010110110110000000101"
"2504",1810,10047,1,869313,"",27,63,"111001001001000001010011"
"2505",5139,10048,0,1673301,"SP_1768",27,64,"011010100110101001011111"
"2506",1133,10052,0,504178,"SP_0523",27,68,"101010100011001101101100"
"2507",5081,10054,0,1544983,"SP_1646",27,70,"011100101111101001100110"
"2508",2065,10060,1,1022409,"",27,76,"111110101111001100000110"
"2509",5734,10062,0,1216733,"SP_1282",27,78,"001010110011100110011111"
"2510",3833,10069,1,2011078,"SP_2101",27,85,"100111001100111100111100"
"2511",3372,10075,1,1797608,"",27,91,"110110000011111100110000"
"2512",1269,10082,1,549209,"SP_0580",27,98,"111011101100110000111001"
"2513",4021,10084,0,2061970,"SP_2147",27,100,"111010000110011010100101"
"2514",1764,10085,0,846771,"",27,101,"111011010011101001101001"
"2515",5210,10087,0,1777512,"SP_1872",27,103,"010001000111011100011110"
"2516",3425,10092,0,1833680,"SP_1924",27,108,"100000100110100111001001"
"2517",3426,10092,1,1833700,"",27,108,"100000100110100111001001"
"2518",925,10096,2,389062,"",27,112,"111011011101000101110010"
"2519",4577,10103,0,343002,"SP_0368",27,119,"011010010101111100110011"
"2520",5531,10103,2,342982,"SP_0368",27,119,"011010010101111100110011"
"2521",5075,10109,1,1535997,"SP_1636",27,125,"010111000100000111010111"
"2522",1861,10111,0,901824,"SP_0953",27,127,"100000101000101100010111"
"2523",5993,10118,0,223237,"SP_0253",27,134,"000100011001101001101111"
"2524",2397,10119,0,1250884,"SP_1326",27,135,"101100010111110100100010"
"2525",1048,10120,1,458598,"SP_0478",27,136,"100101101101111001000010"
"2526",341,10126,0,136622,"SP_0137",27,142,"111000100001110110110001"
"2527",4409,10132,0,74329,"SP_0071",27,148,"010101101101100011100010"
"2528",4655,10144,0,499561,"",27,160,"011001011100010111001100"
"2529",5860,10150,0,1793797,"SP_1889",27,166,"001000010100110111010010"
"2530",4600,10151,3,418828,"SP_0445",27,167,"001101101010010101011111"
"2531",5551,10165,0,436823,"SP_0461",27,181,"001010110100111011010100"
"2532",2308,10170,1,1210381,"SP_1275",27,186,"111110100100111010110100"
"2533",5486,10172,0,155527,"",27,188,"001100111111100101101100"
"2534",1105,10179,1,486877,"SP_0505",27,195,"010101101000111001001011"
"2535",2753,10180,1,1511047,"SP_1609",27,196,"111111110111100000010010"
"2536",6067,10182,2,948569,"SP_1004",27,198,"010110101011010000100111"
"2537",4039,10183,3,2066696,"SP_2152",27,199,"001110011001111110100110"
"2538",6061,10186,2,861141,"SP_0908",27,202,"000101001010001101101111"
"2539",6157,10186,1,1800529,"SP_1894",27,202,"000101001010001101101111"
"2540",1855,10194,0,898804,"",27,210,"111011100111100001001110"
"2541",3531,10204,2,1875575,"SP_1967",27,220,"100101010001101101110111"
"2542",5949,10205,3,2119987,"SP_2197",27,221,"001001111100100111110101"
"2543",4797,10206,0,780334,"SP_0831",27,222,"011100101100111101100000"
"2544",2368,10207,0,1242604,"SP_1318",27,223,"110110110110100100001100"
"2545",2509,10212,0,1320717,"SP_1397",27,228,"111111001000000111100100"
"2546",5506,10215,0,192697,"SP_0207",27,231,"001000101010100111111010"
"2547",5690,10216,1,982802,"SP_1043",27,232,"011000110101010100001111"
"2548",4558,10220,1,280972,"SP_0307",27,236,"011110110011110010101010"
"2549",5900,10223,1,2003984,"SP_2096",27,239,"001011010111000100100010"
"2550",833,10232,1,341261,"SP_0367",27,248,"100100001011111000100111"
"2551",799,10234,1,300548,"SP_0327",27,250,"100100001100100110010011"
"2552",3328,10235,2,1770441,"",27,251,"111001001101101100100100"
"2553",5073,10243,2,1534746,"SP_1634",27,259,"001110101101001011011000"
"2554",371,10245,0,139685,"",27,261,"110110001000010000011110"
"2555",5648,10256,3,739408,"SP_0785",27,272,"001101101101001000010100"
"2556",3892,10259,2,2030668,"SP_2117",27,275,"110111100010011110111000"
"2557",4494,10260,2,165602,"SP_0172",27,276,"010101100101111111110000"
"2558",3203,10262,0,1734289,"SP_1824",27,278,"101011110100000111100100"
"2559",365,10264,0,139096,"SP_0140",27,280,"110100100011101001010101"
"2560",1812,10268,0,870304,"SP_0916",27,284,"101101111110001001000111"
"2561",1509,10276,0,666763,"SP_0698",27,292,"101110110100010010000100"
"2562",4356,10277,0,2157399,"SP_2236",27,293,"111001000100111001001110"
"2563",511,10280,3,168954,"SP_0176",27,296,"011101001101111000101101"
"2564",659,10280,3,238883,"SP_0265",27,296,"011101001101111000101101"
"2565",5849,10283,2,1743589,"SP_1833",27,299,"001110011111101010010101"
"2566",4828,10284,1,906789,"SP_0958",27,300,"010101100010111000100111"
"2567",6200,10286,0,2084687,"",27,302,"000100010001001011011011"
"2568",3873,10297,0,2023348,"",27,313,"110101001100011010011111"
"2569",5867,10300,0,1848102,"SP_1945",27,316,"001111001100110000110011"
"2570",847,10308,0,348443,"SP_0369",27,324,"110000000110010100001111"
"2571",1523,10310,0,671061,"SP_0705",27,326,"110110111101001000100010"
"2572",5915,10315,0,2035933,"SP_2123",27,331,"001101011001100100001001"
"2573",5437,10316,1,2158656,"",27,332,"010101010000100111001100"
"2574",5260,10317,2,1884101,"",27,333,"010010001010000011110101"
"2575",3884,10318,1,2025264,"",27,334,"111000101001010100000101"
"2576",870,10330,0,360724,"",27,346,"101101000000111110101010"
"2577",3337,10335,2,1772130,"SP_1865",27,351,"111000011000100010110001"
"2578",6404,10336,1,2121377,"",27,352,"000000111101011101001101"
"2579",230,10337,2,92680,"",27,353,"101011000101110010101111"
"2580",2700,10337,0,1443109,"",27,353,"101011000101110010101111"
"2581",4851,10341,1,971636,"SP_1029",27,357,"010001111110010010000010"
"2582",3895,10345,3,2031447,"SP_2118",27,361,"101011001100000011111111"
"2583",1672,10359,3,769054,"",27,375,"110100100100101101111101"
"2584",2660,10359,0,1404310,"",27,375,"110100100100101101111101"
"2585",5682,10368,0,952502,"SP_1008",27,384,"001100000101100110010101"
"2586",5771,10381,1,1380833,"SP_1468",28,13,"001101010101010110010011"
"2587",6008,10386,0,344446,"SP_0368",28,18,"000100011111111101011100"
"2588",6227,10388,1,378427,"",28,20,"010010111011110101000001"
"2589",4891,10389,0,1049147,"SP_1118",28,21,"011111011000010010110001"
"2590",944,10390,0,421111,"",28,22,"111111000000000001101010"
"2591",4864,10393,0,980489,"SP_1040",28,25,"010101010111100011100100"
"2592",5317,10400,0,2006500,"SP_2098",28,32,"011101110100101100101101"
"2593",1078,10414,0,474509,"",28,46,"100100001011000101111110"
"2594",5781,10415,0,1443954,"SP_1533",28,47,"001111001101100000101000"
"2595",2901,10416,0,1585439,"SP_1685",28,48,"100100000111001010111101"
"2596",3477,10419,0,1854492,"SP_1951",28,51,"101001101001110001101010"
"2597",1644,10421,1,736745,"",28,53,"100011010001100001000111"
"2598",2235,10421,0,1144819,"SP_1214",28,53,"100011010001100001000111"
"2599",6014,10423,0,441889,"SP_0463",28,55,"000100011001001101010101"
"2600",2474,10427,1,1293027,"SP_1369",28,59,"111111001100010100110101"
"2601",116,10431,0,67387,"SP_0062",28,63,"100100001010110001011111"
"2602",673,10431,3,255064,"",28,63,"100100001010110001011111"
"2603",643,10432,0,222973,"SP_0252",28,64,"101010101011001000011101"
"2604",3417,10439,3,1829464,"SP_1919",28,71,"011100011000110101000111"
"2605",1106,10441,0,486904,"SP_0505",28,73,"110100101100001111001001"
"2606",5736,10448,3,1227407,"SP_1292",28,80,"001111110110010100001111"
"2607",2453,10449,0,1268253,"SP_1344",28,81,"100100000011011010010011"
"2608",4903,10453,0,1063493,"SP_1129",28,85,"011110110001101111010100"
"2609",3176,10455,0,1723593,"SP_1810",28,87,"100001110010111001000111"
"2610",4552,10456,0,276589,"SP_0302",28,88,"011111101110100011010010"
"2611",4605,10459,0,423644,"",28,91,"011101001001010101011010"
"2612",5158,10459,0,1717009,"SP_1800",28,91,"011101001001010101011010"
"2613",259,10460,0,101897,"SP_0100",28,92,"111101011010110011001100"
"2614",2224,10461,1,1131925,"SP_1199",28,93,"101000111110111000011101"
"2615",1299,10462,2,565287,"SP_0597",28,94,"100101101001101001101100"
"2616",2232,10463,0,1141515,"SP_1210",28,95,"110100101011010001111101"
"2617",2723,10466,1,1464490,"",28,98,"100111111000101101111000"
"2618",711,10467,0,274491,"SP_0298",28,99,"111110101010001111001100"
"2619",3633,10471,0,1930360,"",28,103,"111100111001110010011100"
"2620",4566,10472,0,294209,"SP_0320",28,104,"010011011100011010011001"
"2621",4886,10473,0,1027126,"SP_1092",28,105,"010010111001101011000000"
"2622",1051,10478,0,458953,"",28,110,"111010001001011000000011"
"2623",4067,10482,3,2072932,"SP_2158",28,114,"101100101000110111101110"
"2624",3466,10483,0,1852308,"SP_1950",28,115,"110101000101110010101100"
"2625",4079,10490,2,2074291,"SP_2159",28,122,"110110110011000000000011"
"2626",4531,10491,0,220865,"SP_0251",28,123,"011101001011010010111000"
"2627",5457,10492,0,94869,"",28,124,"001111000010011111010111"
"2628",4873,10493,0,990789,"",28,125,"011000000100100010111011"
"2629",4311,10494,0,2129029,"SP_2208",28,126,"100001001011110100100100"
"2630",6303,10494,2,183281,"",28,126,"100001001011110100100100"
"2631",5148,10496,1,1694254,"SP_1775",28,128,"010010110111011101000111"
"2632",5011,10498,0,1336771,"SP_1417",28,130,"011101000101011001100110"
"2633",43,10501,3,45530,"SP_0045",28,133,"101000111111001100111100"
"2634",2796,10502,0,1527639,"",28,134,"100001111111011000111001"
"2635",596,10503,0,215857,"",28,135,"101100011111101000110000"
"2636",1669,10507,0,753039,"SP_0799",28,139,"101111011010010110010000"
"2637",1599,10509,1,705571,"SP_0744",28,141,"110111100111111001001000"
"2638",943,10512,2,421062,"",28,144,"110010100010001011011000"
"2639",2519,10512,0,1330829,"SP_1410",28,144,"110010100010001011011000"
"2640",5198,10516,1,1765009,"SP_1857",28,148,"011000001011111001111110"
"2641",5199,10516,0,1765123,"SP_1857",28,148,"011000001011111001111110"
"2642",2597,10527,1,1356603,"SP_1436",28,159,"101010101110001011010111"
"2643",2881,10529,1,1580194,"SP_1681",28,161,"100011010001011111100001"
"2644",724,10530,2,278166,"",28,162,"111110101011011100101000"
"2645",5702,10532,1,1044359,"SP_1114",28,164,"001011100010111000100100"
"2646",391,10534,0,145034,"",28,166,"110111101001110010010110"
"2647",126,10535,0,68687,"SP_0063",28,167,"101001101010011000110101"
"2648",2793,10537,2,1527333,"SP_1625",28,169,"110110110001111001000111"
"2649",1466,10539,1,648689,"SP_0673",28,171,"101111011001000001101001"
"2650",3763,10540,0,1983606,"SP_2075",28,172,"111110100100100000101000"
"2651",4618,10544,0,442569,"SP_0463",28,176,"011101000100101101000111"
"2652",3257,10553,0,1742938,"SP_1832",28,185,"100010111000011100100010"
"2653",3106,10556,0,1695131,"",28,188,"100111001111101000111010"
"2654",5671,10561,1,906150,"SP_0958",28,193,"001111111100101000111010"
"2655",5228,10562,0,1820298,"",28,194,"010110101010011010100000"
"2656",5160,10565,0,1718466,"",28,197,"011110001111100101100000"
"2657",5179,10567,0,1741672,"SP_1830",28,199,"010101011000111000100001"
"2658",5230,10571,1,1826556,"SP_1915",28,203,"011001011100001101010000"
"2659",4642,10572,1,465579,"SP_0484",28,204,"111011010010000100101011"
"2660",2985,10573,2,1626727,"SP_1722",28,205,"111001000010001010111000"
"2661",561,10579,0,191757,"SP_0205",28,211,"100101010011010100110011"
"2662",1483,10580,3,656607,"SP_0686",28,212,"111010000110100111111100"
"2663",5822,10583,1,1671218,"SP_1767",28,215,"001010001110111000101101"
"2664",4529,10584,2,220232,"SP_0251",28,216,"010101101011010000010100"
"2665",3508,10585,0,1859965,"SP_1956",28,217,"100000100100011101110010"
"2666",366,10590,3,139171,"SP_0140",28,222,"101111101110000111010100"
"2667",1935,10590,0,952404,"",28,222,"101111101110000111010100"
"2668",4099,10596,2,2076814,"SP_2159",28,228,"111001110000101011110101"
"2669",5935,10598,0,2072030,"SP_2157",28,230,"001010000101101001011010"
"2670",379,10599,0,141365,"SP_0143",28,231,"111101010100000110110100"
"2671",4646,10600,0,476172,"",28,232,"010001111011110101110010"
"2672",1331,10601,0,584148,"SP_0616",28,233,"101011110110011010011010"
"2673",2052,10603,0,1000592,"",28,235,"111111000001001000010010"
"2674",5041,10614,1,1412570,"SP_1504",28,246,"011110111000111001000001"
"2675",5107,10622,2,1599381,"",28,254,"011001100110001101010110"
"2676",4832,10625,1,913574,"SP_0966",28,257,"010100001111110010101001"
"2677",4957,10626,1,1242187,"",28,258,"010100111011011101001011"
"2678",4859,10628,1,977912,"SP_1037",28,260,"011010011001010100110101"
"2679",4417,10632,0,78170,"SP_0071",28,264,"010001111001101011110011"
"2680",1759,10634,0,845984,"SP_0894",28,266,"100111001110011100011011"
"2681",6291,10638,0,2091596,"",28,270,"000011001110110101001011"
"2682",2909,10644,2,1587859,"SP_1687",28,276,"110100010100010001001110"
"2683",3413,10648,1,1827022,"SP_1916",28,280,"111001111110100000101011"
"2684",5343,10649,0,2042961,"SP_2131",28,281,"010100110111001000010100"
"2685",1835,10651,0,883524,"SP_0930",28,283,"101110001001110001101111"
"2686",5587,10654,1,508833,"SP_0529",28,286,"001110100110011001010000"
"2687",973,10655,3,437721,"",28,287,"101101000110110011111010"
"2688",2747,10655,3,1503987,"SP_1600",28,287,"101101000110110011111010"
"2689",4445,10660,0,111464,"SP_0110",28,292,"010011010111010010001101"
"2690",6269,10661,0,1700105,"SP_1781",28,293,"000011000111011110000111"
"2691",750,10665,2,283869,"SP_0311",28,297,"011110111001101001011010"
"2692",5180,10672,1,1742605,"SP_1831",28,304,"010001110001001001000111"
"2693",1155,10675,0,510884,"SP_0530",28,307,"100111000011000011000011"
"2694",5493,10678,1,164149,"SP_0168",28,310,"011010100110110011000011"
"2695",5497,10678,2,165371,"SP_0171",28,310,"011010100110110011000011"
"2696",969,10682,2,436547,"SP_0461",28,314,"101110110011110010010110"
"2697",5286,10683,1,1942622,"SP_2036",28,315,"011010100001110111101011"
"2698",3888,10687,0,2026613,"SP_2113",28,319,"101011111011000101000010"
"2699",1616,10690,1,712908,"",28,322,"101110000001110111100001"
"2700",4826,10695,1,901095,"",28,327,"011011110011000011110000"
"2701",6264,10696,0,1517704,"SP_1616",28,328,"000011001101011111101011"
"2702",5137,10697,1,1670990,"SP_1767",28,329,"010001111100101011000110"
"2703",1442,10698,1,637728,"SP_0664",28,330,"110101111011100010000100"
"2704",6188,10700,2,2043599,"SP_2131",28,332,"001101011000110100010010"
"2705",6239,10704,2,702749,"SP_0741",28,336,"010011010111101100101011"
"2706",6152,10705,2,1770378,"SP_1862",28,337,"000100010101111111001111"
"2707",6310,10709,0,460253,"SP_0479",28,341,"000001010011011010100110"
"2708",1892,10710,1,925274,"SP_0979",28,342,"110111101100101011000000"
"2709",5296,10716,1,1982642,"SP_2074",28,348,"010001111110101100100100"
"2710",4372,10718,1,12784,"SP_0013",28,350,"011101001011010001000111"
"2711",2813,10724,2,1536282,"",28,356,"101100100000110010011111"
"2712",1423,10725,1,629875,"SP_0659",28,357,"101110000110010100001100"
"2713",6174,10731,2,1944067,"SP_2038",28,363,"000111101101100001111011"
"2714",5502,10733,1,170224,"SP_0177",28,365,"000000110001110101001011"
"2715",4499,10737,3,169599,"",28,369,"001111110011010111000101"
"2716",384,10746,2,143395,"SP_0145",28,378,"110010100100011111101011"
"2717",1335,10747,1,590501,"SP_0623",28,379,"100101101010000000110011"
"2718",4699,10749,1,600428,"SP_0636",28,381,"011011001010010111110000"
"2719",2983,10759,2,1624307,"SP_1721",29,7,"101110110001101100010111"
"2720",2181,10761,1,1103119,"SP_1167",29,9,"111100001010100111110000"
"2721",2307,10772,1,1204632,"",29,20,"111110101101101100100001"
"2722",1248,10775,0,545372,"SP_0577",29,23,"100111001011111000010100"
"2723",5258,10779,0,1876971,"SP_1970",29,27,"010100111110100011011000"
"2724",709,10784,1,274231,"SP_0298",29,32,"111110101001011000110101"
"2725",2872,10784,3,1578835,"",29,32,"111110101001011000110101"
"2726",2002,10785,1,986040,"SP_1046",29,33,"111100110111000100011011"
"2727",5951,10789,0,2136502,"",29,37,"001011011011010001111101"
"2728",852,10795,1,353542,"",29,43,"100101100101000010010101"
"2729",6164,10796,2,1857239,"SP_1953",29,44,"000001100110111111000011"
"2730",6136,10799,1,1588962,"SP_1687",29,47,"000110001100000011110011"
"2731",3502,10801,0,1859041,"SP_1954",29,49,"101001011000100011100100"
"2732",3007,10808,0,1654808,"SP_1753",29,56,"110010101110000100011011"
"2733",545,10809,0,185114,"",29,57,"111000010100101101110010"
"2734",2242,10814,2,1154216,"SP_1221",29,62,"111000101110110111101000"
"2735",4880,10815,1,998867,"SP_1063",29,63,"011101111101000111100001"
"2736",4676,10817,3,544952,"SP_0577",29,65,"011100010110111110011001"
"2737",4794,10824,0,772395,"",29,72,"010011100101001110011001"
"2738",3342,10826,1,1773577,"SP_1867",29,74,"101000000110100101100101"
"2739",4789,10827,2,749656,"SP_0797",29,75,"010011010110111100110000"
"2740",5992,10828,0,222772,"SP_0252",29,76,"000101000100011111010010"
"2741",2997,10829,2,1648599,"",29,77,"111100001000011101001011"
"2742",4373,10836,0,24234,"",29,84,"011000111101001000011101"
"2743",1341,10838,3,598941,"SP_0633",29,86,"110111100001101110000100"
"2744",5947,10840,0,2115470,"SP_2194",29,88,"001100111001010101100101"
"2745",635,10842,1,222325,"",29,90,"110011001001001100000110"
"2746",5606,10844,0,567811,"SP_0601",29,92,"001101010110111100110011"
"2747",115,10850,3,67102,"SP_0061",29,98,"100001000111111011100111"
"2748",803,10850,1,304476,"SP_0331",29,98,"100001000111111011100111"
"2749",4003,10851,0,2056009,"",29,99,"111000011101011100100010"
"2750",5853,10852,0,1754935,"",29,100,"001100111011010010000111"
"2751",4506,10855,0,182118,"SP_0192",29,103,"011111011110000110000010"
"2752",5541,10855,1,384879,"",29,103,"011111011110000110000010"
"2753",5974,10859,3,88332,"SP_0082",29,107,"000111101100110001100000"
"2754",4060,10860,0,2072132,"",29,108,"101111011011100010110001"
"2755",3353,10865,0,1786307,"SP_1883",29,113,"110111101000011111010100"
"2756",4412,10869,0,74794,"SP_0071",29,117,"011101000111000100011000"
"2757",6190,10877,1,2052985,"SP_2142",29,125,"000111101110010001000111"
"2758",4681,10879,0,556393,"",29,127,"011100010001111010110001"
"2759",6024,10880,2,505003,"",29,128,"000101000011100101011100"
"2760",3953,10890,2,2043595,"SP_2131",29,138,"100010111100001100001100"
"2761",3233,10898,2,1739243,"SP_1828",29,146,"101110111101000100010001"
"2762",4305,10898,2,2126781,"SP_2205",29,146,"101110111101000100010001"
"2763",6039,10901,0,615293,"",29,149,"000110111110011100011000"
"2764",6274,10909,0,1847051,"SP_1943",29,157,"000010101111101001100101"
"2765",3281,10912,0,1754344,"SP_1846",29,160,"110111100000100100000011"
"2766",6215,10914,0,134510,"SP_0136",29,162,"000010100010101111011110"
"2767",5933,10915,0,2065396,"SP_2151",29,163,"001101010011100110011010"
"2768",5093,10916,0,1582160,"",29,164,"011010011110110111011000"
"2769",1609,10917,0,711372,"SP_0752",29,165,"101000000111110110000001"
"2770",5642,10921,0,727008,"SP_0768",29,169,"001101011110011101111000"
"2771",6329,10928,1,1129394,"",29,176,"000001101110011110001000"
"2772",3830,10931,0,2009264,"",29,179,"111000100011001100001010"
"2773",3783,10932,0,1994802,"SP_2085",29,180,"110101001000110100010111"
"2774",6092,10936,0,1249836,"SP_1326",29,184,"000111011101000111010100"
"2775",1304,10937,3,567933,"SP_0601",29,185,"100011100011011001101001"
"2776",4926,10940,0,1123610,"SP_1185",29,188,"011110111101100011101000"
"2777",613,10948,0,219078,"SP_0250",29,196,"110011111011010000010010"
"2778",2692,10954,0,1437863,"SP_1527",29,202,"100110011011110101001011"
"2779",5969,10955,0,80391,"SP_0073",29,203,"000100010111011100010111"
"2780",2437,10957,1,1266399,"SP_1343",29,205,"111100001100110011000011"
"2781",4575,10959,0,316377,"SP_0342",29,207,"010101100110110010010101"
"2782",5812,10962,3,1644944,"",29,210,"001001001000110110110001"
"2783",5859,10962,1,1793276,"SP_1889",29,210,"001001001000110110110001"
"2784",4928,10963,0,1124857,"SP_1187",29,211,"010010110110010100111111"
"2785",2089,10972,0,1045951,"SP_1116",29,220,"111110011100100100110011"
"2786",2544,10974,2,1345684,"",29,222,"111001001011111011101000"
"2787",2636,10975,0,1386164,"",29,223,"100011101101101100010001"
"2788",6205,10981,0,2114795,"",29,229,"000101110110100111111100"
"2789",3753,10983,1,1980664,"SP_2073",29,231,"101011111001011000111100"
"2790",2860,10986,2,1565003,"SP_1665",29,234,"110111011001010100111001"
"2791",4059,10987,0,2072078,"",29,235,"100011011011011110001101"
"2792",4861,10988,0,979902,"SP_1040",29,236,"010000100110100111110101"
"2793",3626,10991,1,1928048,"SP_2022",29,239,"110110000101010101011010"
"2794",1314,10992,2,573498,"SP_0606",29,240,"101111100101110001100110"
"2795",1519,10999,2,670558,"SP_0704",29,247,"110111011011101110000010"
"2796",4522,11003,1,213941,"SP_0243",29,251,"011111010000010100111111"
"2797",1796,11007,3,864873,"SP_0912",29,255,"101110110111100010111000"
"2798",2003,11010,1,986186,"SP_1046",29,258,"100100001000101111011110"
"2799",3713,11011,0,1954579,"",29,259,"101110111001101010011001"
"2800",330,11013,0,135476,"SP_0137",29,261,"111110010111001000011101"
"2801",5735,11019,0,1220684,"SP_1286",29,267,"001011010111000111011101"
"2802",1206,11027,0,540478,"SP_0574",29,275,"100110101101111010001110"
"2803",5168,11033,0,1727981,"SP_1815",29,281,"010101100100110101110111"
"2804",6240,11043,2,730860,"SP_0772",29,291,"000010100101010110101111"
"2805",5351,11047,1,2048148,"SP_2136",29,295,"011100010100100011100111"
"2806",5929,11048,0,2060841,"SP_2146",29,296,"001100000110010101010110"
"2807",1502,11049,0,665701,"",29,297,"110001101000010011100100"
"2808",725,11050,1,278411,"SP_0304",29,298,"110001100011100101010110"
"2809",5359,11051,0,2056223,"SP_2144",29,299,"010000100011111101011100"
"2810",4628,11058,3,456293,"SP_0477",29,306,"011101110010100001111101"
"2811",2248,11060,1,1155671,"SP_1222",29,308,"110011110000000001100101"
"2812",4414,11061,0,75229,"SP_0071",29,309,"011001011101100000010010"
"2813",63,11062,1,57876,"",29,310,"100010110100110100100100"
"2814",3058,11064,0,1668791,"SP_1765",29,312,"100101011101111000101000"
"2815",5498,11071,2,167799,"",29,319,"001100000101100101101010"
"2816",682,11079,3,260764,"",29,327,"111100000111100010110100"
"2817",1952,11079,0,966123,"SP_1023",29,327,"111100000111100010110100"
"2818",6184,11083,0,2013945,"",29,331,"000111011001110011000000"
"2819",4829,11085,1,906873,"SP_0958",29,333,"010100001111101011001010"
"2820",4446,11086,0,112629,"SP_0110",29,334,"011100101001100100110110"
"2821",5991,11091,1,211915,"SP_0241",29,339,"000000111001110011000101"
"2822",3811,11093,0,2005485,"",29,341,"101000110111001001001101"
"2823",5482,11096,0,147207,"SP_0149",29,344,"001011100010011100011110"
"2824",5808,11102,0,1621393,"SP_1717",29,350,"001110011011000111100010"
"2825",5800,11104,0,1552483,"SP_1652",29,352,"001110101010110010101001"
"2826",4740,11111,2,644029,"",29,359,"010011010000010110100101"
"2827",5402,11111,0,2093282,"SP_2176",29,359,"010011010000010110100101"
"2828",3619,11115,0,1926423,"",29,363,"110100101110110110001101"
"2829",4092,11116,1,2075876,"SP_2159",29,364,"010001110110101001010101"
"2830",4858,11116,2,977113,"SP_1035",29,364,"010001110110101001010101"
"2831",2836,11124,0,1545587,"",29,372,"110111010010000101001110"
"2832",5891,11132,1,1958090,"SP_2057",29,380,"101010101010000001100101"
"2833",5824,11142,0,1671857,"SP_1767",30,6,"001011010001101110110111"
"2834",3200,11152,0,1733785,"SP_1823",30,16,"110001011110000110111101"
"2835",3684,11162,3,1942318,"SP_2035",30,26,"101010101010100101011111"
"2836",1959,11163,1,974591,"SP_1033",30,27,"111001000010110100011110"
"2837",5508,11177,1,213744,"SP_0243",30,41,"001110100010001001111110"
"2838",5729,11181,0,1207892,"",30,45,"001101011000010011010111"
"2839",5633,11182,0,687113,"SP_0721",30,46,"001101101101010001110111"
"2840",5362,11184,0,2060698,"SP_2146",30,48,"011001010110101000000110"
"2841",5052,11214,0,1483246,"",30,78,"011001101011010010001110"
"2842",3537,11217,0,1878084,"SP_1972",30,81,"111011100110010110010000"
"2843",323,11219,0,134834,"SP_0136",30,83,"111101101101101100010010"
